Entity_ID,Account,Period,Cost_Center,Product,Amount,Currency
ParentCo,COGS,2024-Q3,Operations,Product B,159859.34,USD
ParentCo,COGS,2024-Q3,Operations,Product C,29137.8,EUR
ParentCo,COGS,2024-Q3,Operations,Service X,437029.43,EUR
ParentCo,COGS,2024-Q3,Operations,Service Y,43549.56,USD
ParentCo,Operating Expenses,2024-Q3,Sales,Product A,335908.93,EUR
ParentCo,Operating Expenses,2024-Q3,Sales,Product B,340940.04,USD
ParentCo,Operating Expenses,2024-Q3,Sales,Product C,133395.57,GBP
ParentCo,Operating Expenses,2024-Q3,Sales,Service X,198239.88,EUR
ParentCo,Operating Expenses,2024-Q3,Sales,Service Y,46028.86,EUR
ParentCo,Operating Expenses,2024-Q3,Marketing,Product A,72689.66,GBP
ParentCo,Operating Expenses,2024-Q3,Marketing,Product B,492768.17,GBP
ParentCo,Operating Expenses,2024-Q3,Marketing,Product C,411815.1,USD
ParentCo,Operating Expenses,2024-Q3,Marketing,Service X,83216.48,EUR
ParentCo,Operating Expenses,2024-Q3,Marketing,Service Y,112200.41,USD
ParentCo,Operating Expenses,2024-Q3,R&D,Product A,462218.94,GBP
ParentCo,Operating Expenses,2024-Q3,R&D,Product B,385150.17,GBP
ParentCo,Operating Expenses,2024-Q3,R&D,Product C,126067.18,GBP
ParentCo,Operating Expenses,2024-Q3,R&D,Service X,38072.92,EUR
ParentCo,Operating Expenses,2024-Q3,R&D,Service Y,366575.48,USD
ParentCo,Operating Expenses,2024-Q3,Finance,Product A,47170.55,GBP
ParentCo,Operating Expenses,2024-Q3,Finance,Product B,128789.44,USD
ParentCo,Operating Expenses,2024-Q3,Finance,Product C,100986.34,GBP
ParentCo,Operating Expenses,2024-Q3,Finance,Service X,403973.06,EUR
ParentCo,Operating Expenses,2024-Q3,Finance,Service Y,111966.22,USD
ParentCo,Operating Expenses,2024-Q3,Operations,Product A,95154.81,GBP
ParentCo,Operating Expenses,2024-Q3,Operations,Product B,196707.33,USD
ParentCo,Operating Expenses,2024-Q3,Operations,Product C,162251.76,GBP
ParentCo,Operating Expenses,2024-Q3,Operations,Service X,456906.98,GBP
ParentCo,Operating Expenses,2024-Q3,Operations,Service Y,83122.72,USD
ParentCo,Net Income,2024-Q3,Sales,Product A,71005.55,USD
ParentCo,Net Income,2024-Q3,Sales,Product B,354702.84,USD
ParentCo,Net Income,2024-Q3,Sales,Product C,228720.94,GBP
ParentCo,Net Income,2024-Q3,Sales,Service X,343544.28,USD
ParentCo,Net Income,2024-Q3,Sales,Service Y,365646.63,USD
ParentCo,Net Income,2024-Q3,Marketing,Product A,429447.68,GBP
ParentCo,Net Income,2024-Q3,Marketing,Product B,61258,USD
ParentCo,Net Income,2024-Q3,Marketing,Product C,335537.44,USD
ParentCo,Net Income,2024-Q3,Marketing,Service X,35584.89,GBP
ParentCo,Net Income,2024-Q3,Marketing,Service Y,173887.55,EUR
ParentCo,Net Income,2024-Q3,R&D,Product A,261029.42,GBP
ParentCo,Net Income,2024-Q3,R&D,Product B,158500.38,GBP
ParentCo,Net Income,2024-Q3,R&D,Product C,252985.81,USD
ParentCo,Net Income,2024-Q3,R&D,Service X,343958.61,USD
ParentCo,Net Income,2024-Q3,R&D,Service Y,121936.56,GBP
ParentCo,Net Income,2024-Q3,Finance,Product A,159575.31,GBP
ParentCo,Net Income,2024-Q3,Finance,Product B,360731.39,EUR
ParentCo,Net Income,2024-Q3,Finance,Product C,134020.44,GBP
ParentCo,Net Income,2024-Q3,Finance,Service X,174981,GBP
ParentCo,Net Income,2024-Q3,Finance,Service Y,353874.58,GBP
ParentCo,Net Income,2024-Q3,Operations,Product A,464783.94,USD
ParentCo,Net Income,2024-Q3,Operations,Product B,357177.08,EUR
ParentCo,Net Income,2024-Q3,Operations,Product C,179371.89,EUR
ParentCo,Net Income,2024-Q3,Operations,Service X,467769.39,GBP
ParentCo,Net Income,2024-Q3,Operations,Service Y,39825.95,GBP
ParentCo,Assets,2024-Q3,Sales,Product A,338539.62,EUR
ParentCo,Assets,2024-Q3,Sales,Product B,124894.06,GBP
ParentCo,Assets,2024-Q3,Sales,Product C,449612.7,EUR
ParentCo,Assets,2024-Q3,Sales,Service X,205102.06,EUR
ParentCo,Assets,2024-Q3,Sales,Service Y,35322.85,USD
ParentCo,Assets,2024-Q3,Marketing,Product A,237238.25,USD
ParentCo,Assets,2024-Q3,Marketing,Product B,496506.95,EUR
ParentCo,Assets,2024-Q3,Marketing,Product C,394430.78,USD
ParentCo,Assets,2024-Q3,Marketing,Service X,200015.74,EUR
ParentCo,Assets,2024-Q3,Marketing,Service Y,118950.51,EUR
ParentCo,Assets,2024-Q3,R&D,Product A,116888.94,USD
ParentCo,Assets,2024-Q3,R&D,Product B,189295.43,GBP
ParentCo,Assets,2024-Q3,R&D,Product C,301141.71,GBP
ParentCo,Assets,2024-Q3,R&D,Service X,436234.86,GBP
ParentCo,Assets,2024-Q3,R&D,Service Y,442476.92,GBP
ParentCo,Assets,2024-Q3,Finance,Product A,415876.94,EUR
ParentCo,Assets,2024-Q3,Finance,Product B,354251.86,GBP
ParentCo,Assets,2024-Q3,Finance,Product C,90003.59,EUR
ParentCo,Assets,2024-Q3,Finance,Service X,396613.15,EUR
ParentCo,Assets,2024-Q3,Finance,Service Y,204198.45,USD
ParentCo,Assets,2024-Q3,Operations,Product A,227760.17,EUR
ParentCo,Assets,2024-Q3,Operations,Product B,462183.03,EUR
ParentCo,Assets,2024-Q3,Operations,Product C,380029.5,GBP
ParentCo,Assets,2024-Q3,Operations,Service X,378854.88,USD
ParentCo,Assets,2024-Q3,Operations,Service Y,89156.32,USD
ParentCo,Liabilities,2024-Q3,Sales,Product A,133743.81,USD
ParentCo,Liabilities,2024-Q3,Sales,Product B,389089.81,EUR
ParentCo,Liabilities,2024-Q3,Sales,Product C,156605.9,USD
ParentCo,Liabilities,2024-Q3,Sales,Service X,10640.74,GBP
ParentCo,Liabilities,2024-Q3,Sales,Service Y,238535.97,EUR
ParentCo,Liabilities,2024-Q3,Marketing,Product A,136647.83,GBP
ParentCo,Liabilities,2024-Q3,Marketing,Product B,145388.13,USD
ParentCo,Liabilities,2024-Q3,Marketing,Product C,387216.85,EUR
ParentCo,Liabilities,2024-Q3,Marketing,Service X,213133.67,USD
ParentCo,Liabilities,2024-Q3,Marketing,Service Y,452687.72,GBP
ParentCo,Liabilities,2024-Q3,R&D,Product A,418868.12,USD
ParentCo,Liabilities,2024-Q3,R&D,Product B,477267.67,EUR
ParentCo,Liabilities,2024-Q3,R&D,Product C,147453.81,USD
ParentCo,Liabilities,2024-Q3,R&D,Service X,438973.32,GBP
ParentCo,Liabilities,2024-Q3,R&D,Service Y,276421.91,EUR
ParentCo,Liabilities,2024-Q3,Finance,Product A,177501.68,GBP
ParentCo,Liabilities,2024-Q3,Finance,Product B,309335.25,EUR
ParentCo,Liabilities,2024-Q3,Finance,Product C,69751.01,USD
ParentCo,Liabilities,2024-Q3,Finance,Service X,290791.42,EUR
ParentCo,Liabilities,2024-Q3,Finance,Service Y,221281.49,EUR
ParentCo,Liabilities,2024-Q3,Operations,Product A,445509.2,GBP
ParentCo,Liabilities,2024-Q3,Operations,Product B,98257.5,USD
ParentCo,Liabilities,2024-Q3,Operations,Product C,101054.04,USD
ParentCo,Liabilities,2024-Q3,Operations,Service X,85210.9,USD
ParentCo,Liabilities,2024-Q3,Operations,Service Y,191758.74,EUR
ParentCo,Equity,2024-Q3,Sales,Product A,234765.57,USD
ParentCo,Equity,2024-Q3,Sales,Product B,458007.9,USD
ParentCo,Equity,2024-Q3,Sales,Product C,50538.15,EUR
ParentCo,Equity,2024-Q3,Sales,Service X,306495.23,EUR
ParentCo,Equity,2024-Q3,Sales,Service Y,355802.64,USD
ParentCo,Equity,2024-Q3,Marketing,Product A,281107.23,GBP
ParentCo,Equity,2024-Q3,Marketing,Product B,414076.22,EUR
ParentCo,Equity,2024-Q3,Marketing,Product C,212588.67,GBP
ParentCo,Equity,2024-Q3,Marketing,Service X,424965.42,EUR
ParentCo,Equity,2024-Q3,Marketing,Service Y,330918.91,GBP
ParentCo,Equity,2024-Q3,R&D,Product A,94202.58,USD
ParentCo,Equity,2024-Q3,R&D,Product B,264860.69,EUR
ParentCo,Equity,2024-Q3,R&D,Product C,210931.43,EUR
ParentCo,Equity,2024-Q3,R&D,Service X,319185.04,USD
ParentCo,Equity,2024-Q3,R&D,Service Y,83156.67,GBP
ParentCo,Equity,2024-Q3,Finance,Product A,463186.8,GBP
ParentCo,Equity,2024-Q3,Finance,Product B,238687.71,EUR
ParentCo,Equity,2024-Q3,Finance,Product C,288353.12,EUR
ParentCo,Equity,2024-Q3,Finance,Service X,223593.11,GBP
ParentCo,Equity,2024-Q3,Finance,Service Y,477226.56,GBP
ParentCo,Equity,2024-Q3,Operations,Product A,25916.55,EUR
ParentCo,Equity,2024-Q3,Operations,Product B,394626.82,USD
ParentCo,Equity,2024-Q3,Operations,Product C,358261.06,EUR
ParentCo,Equity,2024-Q3,Operations,Service X,308013.91,USD
ParentCo,Equity,2024-Q3,Operations,Service Y,220672.51,EUR
ParentCo,Revenue,2024-Q4,Sales,Product A,322035.14,GBP
ParentCo,Revenue,2024-Q4,Sales,Product B,253348.19,EUR
ParentCo,Revenue,2024-Q4,Sales,Product C,310794.3,USD
ParentCo,Revenue,2024-Q4,Sales,Service X,369666.48,USD
ParentCo,Revenue,2024-Q4,Sales,Service Y,398484.91,USD
ParentCo,Revenue,2024-Q4,Marketing,Product A,379828.85,EUR
ParentCo,Revenue,2024-Q4,Marketing,Product B,440258.08,EUR
ParentCo,Revenue,2024-Q4,Marketing,Product C,327028.07,GBP
ParentCo,Revenue,2024-Q4,Marketing,Service X,15570.19,EUR
ParentCo,Revenue,2024-Q4,Marketing,Service Y,432495.34,GBP
ParentCo,Revenue,2024-Q4,R&D,Product A,70374.64,GBP
ParentCo,Revenue,2024-Q4,R&D,Product B,198593.85,GBP
ParentCo,Revenue,2024-Q4,R&D,Product C,384480.97,EUR
ParentCo,Revenue,2024-Q4,R&D,Service X,189232.19,USD
ParentCo,Revenue,2024-Q4,R&D,Service Y,226481.83,USD
ParentCo,Revenue,2024-Q4,Finance,Product A,281790.21,GBP
ParentCo,Revenue,2024-Q4,Finance,Product B,411576.76,USD
ParentCo,Revenue,2024-Q4,Finance,Product C,340061.06,EUR
ParentCo,Revenue,2024-Q4,Finance,Service X,148210.53,GBP
ParentCo,Revenue,2024-Q4,Finance,Service Y,439731.63,EUR
ParentCo,Revenue,2024-Q4,Operations,Product A,63181.35,USD
ParentCo,Revenue,2024-Q4,Operations,Product B,205535.27,USD
ParentCo,Revenue,2024-Q4,Operations,Product C,184204.02,GBP
ParentCo,Revenue,2024-Q4,Operations,Service X,119534.71,USD
ParentCo,Revenue,2024-Q4,Operations,Service Y,431989.18,USD
ParentCo,COGS,2024-Q4,Sales,Product A,427288.74,EUR
ParentCo,COGS,2024-Q4,Sales,Product B,481590.56,EUR
ParentCo,COGS,2024-Q4,Sales,Product C,400595.66,USD
ParentCo,COGS,2024-Q4,Sales,Service X,320191.51,GBP
ParentCo,COGS,2024-Q4,Sales,Service Y,303524.86,USD
ParentCo,COGS,2024-Q4,Marketing,Product A,131477.09,USD
ParentCo,COGS,2024-Q4,Marketing,Product B,366037.93,USD
ParentCo,COGS,2024-Q4,Marketing,Product C,41387.49,EUR
ParentCo,COGS,2024-Q4,Marketing,Service X,237679.97,GBP
ParentCo,COGS,2024-Q4,Marketing,Service Y,332570.27,USD
ParentCo,COGS,2024-Q4,R&D,Product A,302913.64,USD
ParentCo,COGS,2024-Q4,R&D,Product B,452218.07,USD
ParentCo,COGS,2024-Q4,R&D,Product C,477529.5,EUR
ParentCo,COGS,2024-Q4,R&D,Service X,477847.64,USD
ParentCo,COGS,2024-Q4,R&D,Service Y,489316.79,GBP
ParentCo,COGS,2024-Q4,Finance,Product A,439539.48,GBP
ParentCo,COGS,2024-Q4,Finance,Product B,201477.82,USD
ParentCo,COGS,2024-Q4,Finance,Product C,207104.96,GBP
ParentCo,COGS,2024-Q4,Finance,Service X,376844.33,EUR
ParentCo,COGS,2024-Q4,Finance,Service Y,479780.39,GBP
ParentCo,COGS,2024-Q4,Operations,Product A,239225.88,EUR
ParentCo,COGS,2024-Q4,Operations,Product B,208683.12,GBP
ParentCo,COGS,2024-Q4,Operations,Product C,272373.37,USD
ParentCo,COGS,2024-Q4,Operations,Service X,102259.56,EUR
ParentCo,COGS,2024-Q4,Operations,Service Y,247607.9,EUR
ParentCo,Operating Expenses,2024-Q4,Sales,Product A,160588.64,USD
ParentCo,Operating Expenses,2024-Q4,Sales,Product B,243158.71,EUR
ParentCo,Operating Expenses,2024-Q4,Sales,Product C,193767.18,EUR
ParentCo,Operating Expenses,2024-Q4,Sales,Service X,353746.64,EUR
ParentCo,Operating Expenses,2024-Q4,Sales,Service Y,191956.13,EUR
ParentCo,Operating Expenses,2024-Q4,Marketing,Product A,400536.73,GBP
ParentCo,Operating Expenses,2024-Q4,Marketing,Product B,72912.27,EUR
ParentCo,Operating Expenses,2024-Q4,Marketing,Product C,288454.07,EUR
ParentCo,Operating Expenses,2024-Q4,Marketing,Service X,288674.94,GBP
ParentCo,Operating Expenses,2024-Q4,Marketing,Service Y,344808.49,EUR
ParentCo,Operating Expenses,2024-Q4,R&D,Product A,240979.16,USD
ParentCo,Operating Expenses,2024-Q4,R&D,Product B,226259.63,EUR
ParentCo,Operating Expenses,2024-Q4,R&D,Product C,419792.48,GBP
ParentCo,Operating Expenses,2024-Q4,R&D,Service X,342575.07,GBP
ParentCo,Operating Expenses,2024-Q4,R&D,Service Y,490576.59,USD
ParentCo,Operating Expenses,2024-Q4,Finance,Product A,345251.52,EUR
ParentCo,Operating Expenses,2024-Q4,Finance,Product B,251544.54,EUR
ParentCo,Operating Expenses,2024-Q4,Finance,Product C,138087.44,USD
ParentCo,Operating Expenses,2024-Q4,Finance,Service X,475984.73,USD
ParentCo,Operating Expenses,2024-Q4,Finance,Service Y,310070.44,GBP
ParentCo,Operating Expenses,2024-Q4,Operations,Product A,421853.23,USD
ParentCo,Operating Expenses,2024-Q4,Operations,Product B,171182.5,GBP
ParentCo,Operating Expenses,2024-Q4,Operations,Product C,22638.43,USD
ParentCo,Operating Expenses,2024-Q4,Operations,Service X,154520.19,USD
ParentCo,Operating Expenses,2024-Q4,Operations,Service Y,47564.89,GBP
ParentCo,Net Income,2024-Q4,Sales,Product A,448533.96,GBP
ParentCo,Net Income,2024-Q4,Sales,Product B,67766.6,GBP
ParentCo,Net Income,2024-Q4,Sales,Product C,138958.11,GBP
ParentCo,Net Income,2024-Q4,Sales,Service X,87130.81,USD
ParentCo,Net Income,2024-Q4,Sales,Service Y,456682.84,USD
ParentCo,Net Income,2024-Q4,Marketing,Product A,338803.56,EUR
ParentCo,Net Income,2024-Q4,Marketing,Product B,160730.93,USD
ParentCo,Net Income,2024-Q4,Marketing,Product C,198978.61,EUR
ParentCo,Net Income,2024-Q4,Marketing,Service X,468569.76,USD
ParentCo,Net Income,2024-Q4,Marketing,Service Y,62491.21,GBP
ParentCo,Net Income,2024-Q4,R&D,Product A,196724.06,GBP
ParentCo,Net Income,2024-Q4,R&D,Product B,370348.24,EUR
ParentCo,Net Income,2024-Q4,R&D,Product C,406984.34,USD
ParentCo,Net Income,2024-Q4,R&D,Service X,395235.18,GBP
ParentCo,Net Income,2024-Q4,R&D,Service Y,230765.39,GBP
ParentCo,Net Income,2024-Q4,Finance,Product A,48502.89,GBP
ParentCo,Net Income,2024-Q4,Finance,Product B,81338.38,GBP
ParentCo,Net Income,2024-Q4,Finance,Product C,443927.56,USD
ParentCo,Net Income,2024-Q4,Finance,Service X,86897.36,GBP
ParentCo,Net Income,2024-Q4,Finance,Service Y,405767.42,USD
ParentCo,Net Income,2024-Q4,Operations,Product A,77063.45,USD
ParentCo,Net Income,2024-Q4,Operations,Product B,105155.46,EUR
ParentCo,Net Income,2024-Q4,Operations,Product C,322547.52,USD
ParentCo,Net Income,2024-Q4,Operations,Service X,48901.48,USD
ParentCo,Net Income,2024-Q4,Operations,Service Y,415489.62,GBP
ParentCo,Assets,2024-Q4,Sales,Product A,217615.42,EUR
ParentCo,Assets,2024-Q4,Sales,Product B,121755.97,GBP
ParentCo,Assets,2024-Q4,Sales,Product C,256698,EUR
ParentCo,Assets,2024-Q4,Sales,Service X,98334.53,GBP
ParentCo,Assets,2024-Q4,Sales,Service Y,476400.61,GBP
ParentCo,Assets,2024-Q4,Marketing,Product A,156545.61,EUR
ParentCo,Assets,2024-Q4,Marketing,Product B,269661.16,GBP
ParentCo,Assets,2024-Q4,Marketing,Product C,136706.15,USD
ParentCo,Assets,2024-Q4,Marketing,Service X,309414.42,GBP
ParentCo,Assets,2024-Q4,Marketing,Service Y,239982.03,GBP
ParentCo,Assets,2024-Q4,R&D,Product A,480942.82,EUR
ParentCo,Assets,2024-Q4,R&D,Product B,322935.84,GBP
ParentCo,Assets,2024-Q4,R&D,Product C,16662.55,USD
ParentCo,Assets,2024-Q4,R&D,Service X,242325.16,EUR
ParentCo,Assets,2024-Q4,R&D,Service Y,105050.81,EUR
ParentCo,Assets,2024-Q4,Finance,Product A,256493.77,GBP
ParentCo,Assets,2024-Q4,Finance,Product B,181294.51,USD
ParentCo,Assets,2024-Q4,Finance,Product C,73230.23,EUR
ParentCo,Assets,2024-Q4,Finance,Service X,156389.97,USD
ParentCo,Assets,2024-Q4,Finance,Service Y,43726.61,EUR
ParentCo,Assets,2024-Q4,Operations,Product A,314767.02,USD
ParentCo,Assets,2024-Q4,Operations,Product B,237858.44,USD
ParentCo,Assets,2024-Q4,Operations,Product C,53562.91,USD
ParentCo,Assets,2024-Q4,Operations,Service X,315367.62,USD
ParentCo,Assets,2024-Q4,Operations,Service Y,34152.4,USD
ParentCo,Liabilities,2024-Q4,Sales,Product A,61888.31,GBP
ParentCo,Liabilities,2024-Q4,Sales,Product B,385886.26,USD
ParentCo,Liabilities,2024-Q4,Sales,Product C,434041.99,GBP
ParentCo,Liabilities,2024-Q4,Sales,Service X,497165.05,EUR
ParentCo,Liabilities,2024-Q4,Sales,Service Y,186140.36,EUR
ParentCo,Liabilities,2024-Q4,Marketing,Product A,290339.78,USD
ParentCo,Liabilities,2024-Q4,Marketing,Product B,411662.55,GBP
ParentCo,Liabilities,2024-Q4,Marketing,Product C,247539.12,GBP
ParentCo,Liabilities,2024-Q4,Marketing,Service X,212163.75,GBP
ParentCo,Liabilities,2024-Q4,Marketing,Service Y,243223.1,USD
ParentCo,Liabilities,2024-Q4,R&D,Product A,442480.25,EUR
ParentCo,Liabilities,2024-Q4,R&D,Product B,172401.67,USD
ParentCo,Liabilities,2024-Q4,R&D,Product C,134707.32,USD
ParentCo,Liabilities,2024-Q4,R&D,Service X,425487.63,USD
ParentCo,Liabilities,2024-Q4,R&D,Service Y,345106.78,EUR
ParentCo,Liabilities,2024-Q4,Finance,Product A,321574.84,USD
ParentCo,Liabilities,2024-Q4,Finance,Product B,15831.13,GBP
ParentCo,Liabilities,2024-Q4,Finance,Product C,52934.85,GBP
ParentCo,Liabilities,2024-Q4,Finance,Service X,457829.21,EUR
ParentCo,Liabilities,2024-Q4,Finance,Service Y,145197.54,GBP
ParentCo,Liabilities,2024-Q4,Operations,Product A,56115.73,USD
ParentCo,Liabilities,2024-Q4,Operations,Product B,100812.05,GBP
ParentCo,Liabilities,2024-Q4,Operations,Product C,87926.14,GBP
ParentCo,Liabilities,2024-Q4,Operations,Service X,436543.52,GBP
ParentCo,Liabilities,2024-Q4,Operations,Service Y,408405.87,EUR
ParentCo,Equity,2024-Q4,Sales,Product A,364192.35,USD
ParentCo,Equity,2024-Q4,Sales,Product B,438699.75,EUR
ParentCo,Equity,2024-Q4,Sales,Product C,280240.64,USD
ParentCo,Equity,2024-Q4,Sales,Service X,352594.81,USD
ParentCo,Equity,2024-Q4,Sales,Service Y,347656.1,USD
ParentCo,Equity,2024-Q4,Marketing,Product A,161777.02,EUR
ParentCo,Equity,2024-Q4,Marketing,Product B,87436.65,EUR
ParentCo,Equity,2024-Q4,Marketing,Product C,106788.9,USD
ParentCo,Equity,2024-Q4,Marketing,Service X,305892.52,GBP
ParentCo,Equity,2024-Q4,Marketing,Service Y,392154.95,USD
ParentCo,Equity,2024-Q4,R&D,Product A,244996.88,USD
ParentCo,Equity,2024-Q4,R&D,Product B,25150.79,USD
ParentCo,Equity,2024-Q4,R&D,Product C,452296,EUR
ParentCo,Equity,2024-Q4,R&D,Service X,350257.82,GBP
ParentCo,Equity,2024-Q4,R&D,Service Y,112463.99,USD
ParentCo,Equity,2024-Q4,Finance,Product A,485122.45,GBP
ParentCo,Equity,2024-Q4,Finance,Product B,195195.74,USD
ParentCo,Equity,2024-Q4,Finance,Product C,123511.31,EUR
ParentCo,Equity,2024-Q4,Finance,Service X,492946.94,GBP
ParentCo,Equity,2024-Q4,Finance,Service Y,130499.47,GBP
ParentCo,Equity,2024-Q4,Operations,Product A,185133.45,GBP
ParentCo,Equity,2024-Q4,Operations,Product B,125050.9,USD
ParentCo,Equity,2024-Q4,Operations,Product C,266567.76,EUR
ParentCo,Equity,2024-Q4,Operations,Service X,207909.08,GBP
ParentCo,Equity,2024-Q4,Operations,Service Y,279343.18,GBP
Subsidiary A,Revenue,2024-Q1,Sales,Product A,75614.95,USD
Subsidiary A,Revenue,2024-Q1,Sales,Product B,356749.36,USD
Subsidiary A,Revenue,2024-Q1,Sales,Product C,487951.24,GBP
Subsidiary A,Revenue,2024-Q1,Sales,Service X,207154.39,EUR
Subsidiary A,Revenue,2024-Q1,Sales,Service Y,462022.85,EUR
Subsidiary A,Revenue,2024-Q1,Marketing,Product A,481720.46,EUR
Subsidiary A,Revenue,2024-Q1,Marketing,Product B,387389.61,GBP
Subsidiary A,Revenue,2024-Q1,Marketing,Product C,451301.35,EUR
Subsidiary A,Revenue,2024-Q1,Marketing,Service X,499079.46,GBP
Subsidiary A,Revenue,2024-Q1,Marketing,Service Y,423725.23,EUR
Subsidiary A,Revenue,2024-Q1,R&D,Product A,170225.99,GBP
Subsidiary A,Revenue,2024-Q1,R&D,Product B,186983.02,GBP
Subsidiary A,Revenue,2024-Q1,R&D,Product C,112202.51,EUR
Subsidiary A,Revenue,2024-Q1,R&D,Service X,150216.54,USD
Subsidiary A,Revenue,2024-Q1,R&D,Service Y,170578.06,EUR
Subsidiary A,Revenue,2024-Q1,Finance,Product A,112732.37,GBP
Subsidiary A,Revenue,2024-Q1,Finance,Product B,77346.53,EUR
Subsidiary A,Revenue,2024-Q1,Finance,Product C,108055.48,EUR
Subsidiary A,Revenue,2024-Q1,Finance,Service X,127499.28,EUR
Subsidiary A,Revenue,2024-Q1,Finance,Service Y,103626.54,EUR
Subsidiary A,Revenue,2024-Q1,Operations,Product A,75659.85,EUR
Subsidiary A,Revenue,2024-Q1,Operations,Product B,280805.35,EUR
Subsidiary A,Revenue,2024-Q1,Operations,Product C,169329.14,EUR
Subsidiary A,Revenue,2024-Q1,Operations,Service X,455204.28,USD
Subsidiary A,Revenue,2024-Q1,Operations,Service Y,419202.04,GBP
Subsidiary A,COGS,2024-Q1,Sales,Product A,298689.56,EUR
Subsidiary A,COGS,2024-Q1,Sales,Product B,285249.01,EUR
Subsidiary A,COGS,2024-Q1,Sales,Product C,356610.44,GBP
Subsidiary A,COGS,2024-Q1,Sales,Service X,341794.97,USD
Subsidiary A,COGS,2024-Q1,Sales,Service Y,22180.83,USD
Subsidiary A,COGS,2024-Q1,Marketing,Product A,188004.65,EUR
Subsidiary A,COGS,2024-Q1,Marketing,Product B,14855.05,GBP
Subsidiary A,COGS,2024-Q1,Marketing,Product C,147988.43,USD
Subsidiary A,COGS,2024-Q1,Marketing,Service X,118198.22,USD
Subsidiary A,COGS,2024-Q1,Marketing,Service Y,128676.04,GBP
Subsidiary A,COGS,2024-Q1,R&D,Product A,273737.22,GBP
Subsidiary A,COGS,2024-Q1,R&D,Product B,345160,USD
Subsidiary A,COGS,2024-Q1,R&D,Product C,350630.84,EUR
Subsidiary A,COGS,2024-Q1,R&D,Service X,498934.1,GBP
Subsidiary A,COGS,2024-Q1,R&D,Service Y,371733.15,EUR
Subsidiary A,COGS,2024-Q1,Finance,Product A,479893.35,GBP
Subsidiary A,COGS,2024-Q1,Finance,Product B,240172.8,GBP
Subsidiary A,COGS,2024-Q1,Finance,Product C,454549.27,GBP
Subsidiary A,COGS,2024-Q1,Finance,Service X,410195.38,USD
Subsidiary A,COGS,2024-Q1,Finance,Service Y,133261.09,GBP
Subsidiary A,COGS,2024-Q1,Operations,Product A,156701.63,USD
Subsidiary A,COGS,2024-Q1,Operations,Product B,405627.77,GBP
Subsidiary A,COGS,2024-Q1,Operations,Product C,164704.22,GBP
Subsidiary A,COGS,2024-Q1,Operations,Service X,57216.8,GBP
Subsidiary A,COGS,2024-Q1,Operations,Service Y,432208.69,GBP
Subsidiary A,Operating Expenses,2024-Q1,Sales,Product A,381633.63,EUR
Subsidiary A,Operating Expenses,2024-Q1,Sales,Product B,108554.66,EUR
Subsidiary A,Operating Expenses,2024-Q1,Sales,Product C,48198.04,EUR
Subsidiary A,Operating Expenses,2024-Q1,Sales,Service X,82124.8,GBP
Subsidiary A,Operating Expenses,2024-Q1,Sales,Service Y,461868.32,USD
Subsidiary A,Operating Expenses,2024-Q1,Marketing,Product A,136922.38,GBP
Subsidiary A,Operating Expenses,2024-Q1,Marketing,Product B,25081.87,USD
Subsidiary A,Operating Expenses,2024-Q1,Marketing,Product C,462895.2,GBP
Subsidiary A,Operating Expenses,2024-Q1,Marketing,Service X,187548.94,GBP
Subsidiary A,Operating Expenses,2024-Q1,Marketing,Service Y,174051.69,USD
Subsidiary A,Operating Expenses,2024-Q1,R&D,Product A,72681.88,GBP
Subsidiary A,Operating Expenses,2024-Q1,R&D,Product B,360817.08,EUR
Subsidiary A,Operating Expenses,2024-Q1,R&D,Product C,262275.41,EUR
Subsidiary A,Operating Expenses,2024-Q1,R&D,Service X,395553.36,GBP
Subsidiary A,Operating Expenses,2024-Q1,R&D,Service Y,290776.59,EUR
Subsidiary A,Operating Expenses,2024-Q1,Finance,Product A,123486.78,EUR
Subsidiary A,Operating Expenses,2024-Q1,Finance,Product B,418803.48,EUR
Subsidiary A,Operating Expenses,2024-Q1,Finance,Product C,58091.7,USD
Subsidiary A,Operating Expenses,2024-Q1,Finance,Service X,144489.76,EUR
Subsidiary A,Operating Expenses,2024-Q1,Finance,Service Y,308098.2,USD
Subsidiary A,Operating Expenses,2024-Q1,Operations,Product A,48283.11,USD
Subsidiary A,Operating Expenses,2024-Q1,Operations,Product B,94876.58,USD
Subsidiary A,Operating Expenses,2024-Q1,Operations,Product C,71337.94,EUR
Subsidiary A,Operating Expenses,2024-Q1,Operations,Service X,282339.78,GBP
Subsidiary A,Operating Expenses,2024-Q1,Operations,Service Y,295446.78,EUR
Subsidiary A,Net Income,2024-Q1,Sales,Product A,320270.71,EUR
Subsidiary A,Net Income,2024-Q1,Sales,Product B,429650.54,EUR
Subsidiary A,Net Income,2024-Q1,Sales,Product C,486325.89,USD
Subsidiary A,Net Income,2024-Q1,Sales,Service X,367160.05,USD
Subsidiary A,Net Income,2024-Q1,Sales,Service Y,363965.28,USD
Subsidiary A,Net Income,2024-Q1,Marketing,Product A,395038.06,USD
Subsidiary A,Net Income,2024-Q1,Marketing,Product B,419375.25,EUR
Subsidiary A,Net Income,2024-Q1,Marketing,Product C,213493.98,GBP
Subsidiary A,Net Income,2024-Q1,Marketing,Service X,226854.67,EUR
Subsidiary A,Net Income,2024-Q1,Marketing,Service Y,497169.57,USD
Subsidiary A,Net Income,2024-Q1,R&D,Product A,149422.04,GBP
